"ordinal","reviewClass","lane","id","team","slug","assetIndex","assetType","reason","before","splitParts","existingPartMatches","projectedPartsToCreate","projectedNetAssetChange","warnings","errors"
"52","manual","CND_manual_has_obvious_delimiter_use_other_lane","WAS-1999-0354","chicago-bears","1999-1st-round-pick-7th-overall-champ-bailey-chicago-bears-1999","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","1999 1st round pick (12th overall, Cade McNown), 1999 3rd round pick (71st overall, D'Wayne Bates), 1999 4th round pick (106th overall, Warrick Holdman), 1999 5th round pick (143rd overall, Jerry Wisne) and 2000 3rd round pick (87th overall, Dustin Lyman)","1999 1st round pick (12th overall, Cade McNown) || 1999 3rd round pick (71st overall, D'Wayne Bates) || 1999 4th round pick (106th overall, Warrick Holdman) || 1999 5th round pick (143rd overall, Jerry Wisne) || 2000 3rd round pick (87th overall, Dustin Lyman)","","5","4","",""
"53","manual","CND_manual_asset_has_risk_flags","SF-2000-0307","san-francisco-49ers","2000-1st-round-pick-12th-overall-subsequently-traded-shaun-ellis-2-washington-redskins-com","0","pick","asset risks: explanatory_or_contingent","2000 1st round pick (12th overall subsequently traded, Shaun Ellis), 2000 1st round pick (24th overall, Ahmed Plummer), 2000 4th round pick (119th overall subsequently traded, Isaiah Kacyvenski) and 2000 5th round pick (154th overall subsequently traded, Muneer Moore)","2000 1st round pick (12th overall subsequently traded, Shaun Ellis) || 2000 1st round pick (24th overall, Ahmed Plummer) || 2000 4th round pick (119th overall subsequently traded, Isaiah Kacyvenski) || 2000 5th round pick (154th overall subsequently traded, Muneer Moore)","","4","3","",""
"54","manual","CND_manual_asset_has_risk_flags","CHI-2000-0413","chicago-bears","2000-4th-round-pick-125th-overall-reggie-austin-2000-5th-round-pick-15","0","pick","asset risks: explanatory_or_contingent","2000 4th round pick (125th overall, Reggie Austin), 2000 5th round pick (150th overall subsequently traded, John Milem) and 2000 7th round pick (225th overall subsequently traded, Rashidi Barnes)","2000 4th round pick (125th overall, Reggie Austin) || 2000 5th round pick (150th overall subsequently traded, John Milem) || 2000 7th round pick (225th overall subsequently traded, Rashidi Barnes)","","3","2","",""
"55","manual","CND_manual_asset_has_risk_flags","CLE-2000-0319","chicago-bears","2000-7th-round-pick-209th-overall-eric-chandler-and-2000-7th-round-pick-225th-ov","0","pick","asset risks: explanatory_or_contingent","2000 7th round pick (223rd overall, James Cotton), 2000 7th round pick (232nd overall subsequently traded, Jeff Harris) and 2000 7th round pick (254th overall, Michael Green)","2000 7th round pick (223rd overall, James Cotton) || 2000 7th round pick (232nd overall subsequently traded, Jeff Harris) || 2000 7th round pick (254th overall, Michael Green)","","3","2","",""
"56","manual","CND_manual_has_obvious_delimiter_use_other_lane","NYG-2001-0257","indianapolis-colts","2001-1st-round-pick-22nd-overall-will-allen-indianapolis-baltimore-colts-2001","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2001 1st round pick (30th overall, Reggie Wayne), 2001 3rd round pick (91st overall, Cory Bird) and 2001 6th round pick (193rd overall, Jason Doering)","2001 1st round pick (30th overall, Reggie Wayne) || 2001 3rd round pick (91st overall, Cory Bird) || 2001 6th round pick (193rd overall, Jason Doering)","","3","2","",""
"57","manual","CND_manual_has_obvious_delimiter_use_other_lane","ATL-2001-0227","los-angeles-chargers","2001-1st-round-pick-1st-overall-los-angeles-chargers-2001","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","Tim Dwight, 2001 1st round pick (5th overall, LaDainian Tomlinson), 2001 3rd round pick (67th overall, Tay Cody)","2001 1st round pick (5th overall, LaDainian Tomlinson) || 2001 3rd round pick (67th overall, Tay Cody)","","2","1","",""
"58","manual","CND_manual_has_obvious_delimiter_use_other_lane","ATL-2001-0227","los-angeles-chargers","2001-1st-round-pick-1st-overall-los-angeles-chargers-2001","2","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","Tim Dwight, 2001 1st round pick (5th overall, LaDainian Tomlinson), 2001 3rd round pick (67th overall, Tay Cody) and 2002 2nd round pick (48th overall, Reche Caldwell)","2001 1st round pick (5th overall, LaDainian Tomlinson) || 2001 3rd round pick (67th overall, Tay Cody) || 2002 2nd round pick (48th overall, Reche Caldwell)","2002 2nd round pick (48th overall, Reche Caldwell) => [1] 2002 2nd round pick (48th overall, Reche Caldwell)","2","1","",""
"59","manual","CND_manual_has_obvious_delimiter_use_other_lane","IND-2001-0303","indianapolis-colts","2001-1st-round-pick-30th-overall-reggie-wayne-2001-3rd-round-pick-91st-overall-c","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2001 1st round pick (30th overall, Reggie Wayne), 2001 3rd round pick (91st overall, Cory Bird) and 2001 6th round pick (193rd overall, Jason Doering)","2001 1st round pick (30th overall, Reggie Wayne) || 2001 3rd round pick (91st overall, Cory Bird) || 2001 6th round pick (193rd overall, Jason Doering)","","3","2","",""
"60","manual","CND_manual_has_obvious_delimiter_use_other_lane","PIT-2001-0329","pittsburgh-steelers","2001-1st-round-pick-19th-overall-casey-hampton-2001-4th-round-pick-111th-overall-mathias-nkwenti-new-york-jets-2001","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2001 1st round pick (19th overall, Casey Hampton), 2001 4th round pick (111th overall, Mathias Nkwenti) and 2001 6th round pick (181st overall, Rodney Bailey)","2001 1st round pick (19th overall, Casey Hampton) || 2001 4th round pick (111th overall, Mathias Nkwenti) || 2001 6th round pick (181st overall, Rodney Bailey)","","3","2","",""
"61","manual","CND_manual_asset_has_risk_flags","SF-2001-0315","san-francisco-49ers","2001-2nd-round-pick-47th-overall-jamie-winborn-2001-3rd-round-pick-green-bay-packers-2001","0","pick","asset risks: explanatory_or_contingent","2001 2nd round pick (47th overall, Jamie Winborn), 2001 3rd round pick (80th overall, Kevan Barlow), 2001 3rd round pick (82nd overall subsequently traded, Heath Evans), 2001 6th round pick (179th overall, Rashad Holman) and 2001 7th round pick (222nd overall subsequently traded, Dennis Norman)","2001 2nd round pick (47th overall, Jamie Winborn) || 2001 3rd round pick (80th overall, Kevan Barlow) || 2001 3rd round pick (82nd overall subsequently traded, Heath Evans) || 2001 6th round pick (179th overall, Rashad Holman) || 2001 7th round pick (222nd overall subsequently traded, Dennis Norman)","","5","4","",""
"62","manual","CND_manual_has_obvious_delimiter_use_other_lane","SF-2001-0315","green-bay-packers","2001-2nd-round-pick-47th-overall-jamie-winborn-2001-3rd-round-pick-green-bay-packers-2001","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2001 2nd round pick (41st overall, Robert Ferguson), 2001 3rd round pick (71st overall, Bhawoh Jue) and 2001 4th round pick (105th overall, Bill Ferrario)","2001 2nd round pick (41st overall, Robert Ferguson) || 2001 3rd round pick (71st overall, Bhawoh Jue) || 2001 4th round pick (105th overall, Bill Ferrario)","","3","2","",""
"63","manual","CND_manual_has_obvious_delimiter_use_other_lane","SF-2001-0316","seattle-seahawks","2001-1st-round-pick-7th-overall-andre-carter-seattle-seahawks-2001","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2001 1st round pick (9th overall, Koren Robinson), 2001 3rd round pick (82nd overall, Heath Evans) and 2001 7th round pick (222nd overall, Dennis Norman)","2001 1st round pick (9th overall, Koren Robinson) || 2001 3rd round pick (82nd overall, Heath Evans) || 2001 7th round pick (222nd overall, Dennis Norman)","","3","2","",""
"64","manual","CND_manual_has_obvious_delimiter_use_other_lane","DEN-2001-04-22-0267","atlanta-falcons","2002-4th-round-pick-112th-overall-subsequently-traded-dave-zastudil-atlanta-falcons-2001","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2001 7th round pick (215th overall, Corey Hall), 2001 7th round pick (219th overall, Kynan Forney) and 2001 7th round pick (226th overall, Ronald Flemons)","2001 7th round pick (215th overall, Corey Hall) || 2001 7th round pick (219th overall, Kynan Forney) || 2001 7th round pick (226th overall, Ronald Flemons)","","3","2","",""
"65","manual","CND_manual_asset_has_risk_flags","MIA-2002-0188","new-orleans-saints","ricky-williams-saints-2002","0","pick","asset risks: explanatory_or_contingent","2002 1st round pick (25th overall, Charles Grant), 2002 4th round pick (125th overall, Keyuo Craver) and 2003 1st round pick (18th overall subsequently traded, Calvin Pace)","2002 1st round pick (25th overall, Charles Grant) || 2002 4th round pick (125th overall, Keyuo Craver) || 2003 1st round pick (18th overall subsequently traded, Calvin Pace)","","3","2","",""
"66","manual","CND_manual_has_obvious_delimiter_use_other_lane","DAL-2002-0256","chicago-bears","2002-2nd-round-pick-and-2002-4th-round-pick-chicago-bears-2002","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2002 3rd round pick (72nd overall, Roosevelt Williams), 2002 4th round pick (104th overall, Alex Brown) and 2002 5th round pick (140th overall, Bobby Gray)","2002 3rd round pick (72nd overall, Roosevelt Williams) || 2002 4th round pick (104th overall, Alex Brown) || 2002 5th round pick (140th overall, Bobby Gray)","","3","2","",""
"67","manual","CND_manual_has_obvious_delimiter_use_other_lane","KC-2002-0203","dallas-cowboys","2002-1st-round-pick-6th-overall-dallas-cowboys-2002","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2002 1st round pick (8th overall, Roy Williams), 2002 3rd round pick (75th overall, Derek Ross) and 2003 6th round pick (186th overall, Zuriel Smith)","2002 1st round pick (8th overall, Roy Williams) || 2002 3rd round pick (75th overall, Derek Ross) || 2003 6th round pick (186th overall, Zuriel Smith)","","3","2","",""
"68","manual","CND_manual_asset_has_risk_flags","WAS-2002-0369","washington-commanders","2002-1st-round-pick-32nd-overall-patrick-ramsey-2002-3rd-round-pick-96th-overall-subsequen","0","pick","asset risks: explanatory_or_contingent","2002 1st round pick (32nd overall, Patrick Ramsey), 2002 3rd round pick (96th overall subsequently traded, Dorsett Davis) and 2002 7th round pick (234th overall, Greg Scott)","2002 1st round pick (32nd overall, Patrick Ramsey) || 2002 3rd round pick (96th overall subsequently traded, Dorsett Davis) || 2002 7th round pick (234th overall, Greg Scott)","","3","2","",""
"69","manual","CND_manual_has_obvious_delimiter_use_other_lane","WAS-2002-0370","washington-commanders","2002-2nd-round-pick-56th-overall-ladell-betts-2002-3rd-round-pick-87th-overall-cliff-russe","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2002 2nd round pick (56th overall, Ladell Betts), 2002 3rd round pick (87th overall, Cliff Russell) and 2002 5th round pick (159th overall, Andre Lott)","2002 2nd round pick (56th overall, Ladell Betts) || 2002 3rd round pick (87th overall, Cliff Russell) || 2002 5th round pick (159th overall, Andre Lott)","","3","2","",""
"70","manual","CND_manual_asset_has_risk_flags","NO-2003-0260","new-england-patriots","saints-2003-04-14-new-england-patriots-tebucky-jones","0","pick","asset risks: explanatory_or_contingent","2003 3rd round pick (78th overall subsequently traded, Wade Smith), 2003 7th round pick (239th overall, Tully Banta-Cain) and 2004 4th round pick (113th overall, Dexter Reid)","2003 3rd round pick (78th overall subsequently traded, Wade Smith) || 2003 7th round pick (239th overall, Tully Banta-Cain) || 2004 4th round pick (113th overall, Dexter Reid)","","3","2","",""
"71","manual","CND_manual_asset_has_risk_flags","DEN-2003-04-26-0271","denver-broncos","2003-4th-round-pick-108th-overall-quentin-griffin-2003-4th-round-pick-120th-overall-subseq","0","pick","asset risks: explanatory_or_contingent","2003 4th round pick (108th overall, Quentin Griffin), 2003 4th round pick (120th overall subsequently traded, Asante Samuel) and 2003 7th round pick (227th overall, Clint Mitchell)","2003 4th round pick (108th overall, Quentin Griffin) || 2003 4th round pick (120th overall subsequently traded, Asante Samuel) || 2003 7th round pick (227th overall, Clint Mitchell)","","3","2","",""
"72","manual","CND_manual_has_obvious_delimiter_use_other_lane","NO-2003-0261","new-orleans-saints","saints-2003-04-26-arizona-cardinals-st-louis-cardinals-2003-1st-round-pick-6th-o","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2003 1st round pick (6th overall, Johnathan Sullivan), 2003 2nd round pick (37th overall, Jon Stinchcomb) and 2003 4th round pick (102nd overall, Montrae Holland)","2003 1st round pick (6th overall, Johnathan Sullivan) || 2003 2nd round pick (37th overall, Jon Stinchcomb) || 2003 4th round pick (102nd overall, Montrae Holland)","","3","2","",""
"73","manual","CND_manual_has_obvious_delimiter_use_other_lane","NO-2003-0261","arizona-cardinals","saints-2003-04-26-arizona-cardinals-st-louis-cardinals-2003-1st-round-pick-6th-o","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2003 1st round pick (17th overall, Bryant Johnson), 2003 1st round pick (18th overall, Calvin Pace) and 2003 2nd round pick (54th overall, Anquan Boldin)","2003 1st round pick (17th overall, Bryant Johnson) || 2003 1st round pick (18th overall, Calvin Pace) || 2003 2nd round pick (54th overall, Anquan Boldin)","","3","2","",""
"74","manual","CND_manual_asset_has_risk_flags","NYJ-2003-0185","chicago-bears","2003-1st-round-pick-4th-overall-dewayne-robertson-chicago-bears-2003","0","pick","asset risks: explanatory_or_contingent","2003 1st round pick (13th overall subsequently traded, Ty Warren), 2003 1st round pick (22nd overall, Rex Grossman) and 2003 4th round pick (116th overall, Ian Scott)","2003 1st round pick (13th overall subsequently traded, Ty Warren) || 2003 1st round pick (22nd overall, Rex Grossman) || 2003 4th round pick (116th overall, Ian Scott)","","3","2","",""
"75","manual","CND_manual_asset_has_risk_flags","PIT-2003-0332","kansas-city-chiefs","2003-1st-round-pick-16th-overall-troy-polamalu-kansas-city-chiefs-2003","0","pick","asset risks: explanatory_or_contingent","2003 1st round pick (27th overall, Larry Johnson), 2003 3rd round pick (92nd overall, Julian Battle) and 2003 6th round pick (200th overall subsequently traded, Brooks Bollinger)","2003 1st round pick (27th overall, Larry Johnson) || 2003 3rd round pick (92nd overall, Julian Battle) || 2003 6th round pick (200th overall subsequently traded, Brooks Bollinger)","","3","2","",""
